job,cluster,buffered,group,threads,rdate,files,filesize,fileunit,mode,aggrb,bw,rw,bs,bsunit,ioengine,iodepth
fio-beegfs-read-unbuffered-block_512k-size_2G-threads_4,barenode,0,0,4,2018-11-21 18:55:30,4,2048.0,MB,read,482,482,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_4G-threads_2,barenode,0,0,2,2018-11-21 12:00:05,4,4096.0,MB,write,158,158,rw,16,K,psync,1
fio-beegfs-write-buffered-block_64k-size_1G-threads_2,barenode,1,0,2,2018-11-08 23:42:28,4,1024.0,MB,write,609,609,rw,64,K,psync,1
fio-beegfs-read-buffered-block_16k-size_4G-threads_2,barenode,1,0,2,2018-11-09 02:58:13,4,4096.0,MB,read,1525,1525,rw,16,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_1G-threads_1,barenode,1,0,1,2018-11-08 19:33:21,4,1024.0,MB,read,967,967,rw,1,M,psync,1
fio-beegfs-read-buffered-block_1024k-size_4G-threads_1,barenode,1,0,1,2018-11-08 22:55:15,4,4096.0,MB,read,983,983,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_512k-size_1G-threads_8,barenode,0,0,8,2018-11-22 04:12:49,4,1024.0,MB,write,372,372,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_2G-threads_2,barenode,0,0,2,2018-11-21 11:20:44,4,2048.0,MB,write,376,376,rw,1,M,psync,1
fio-beegfs-write-buffered-block_16k-size_4G-threads_1,barenode,1,0,1,2018-11-08 21:29:09,4,4096.0,MB,write,442,442,rw,16,K,psync,1
fio-beegfs-read-buffered-block_16k-size_4G-threads_8,barenode,1,0,8,2018-11-10 03:41:29,4,4096.0,MB,read,1323,1323,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_1G-threads_1,barenode,0,0,1,2018-11-21 03:47:07,4,1024.0,MB,read,115,115,rw,64,K,psync,1
fio-beegfs-write-buffered-block_16k-size_2G-threads_1,barenode,1,0,1,2018-11-08 19:56:59,4,2048.0,MB,write,514,514,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_4G-threads_1,barenode,0,0,1,2018-11-21 06:19:22,4,4096.0,MB,write,81,81,rw,16,K,psync,1
fio-beegfs-write-buffered-block_128k-size_2G-threads_2,barenode,1,0,2,2018-11-09 01:48:21,4,2048.0,MB,write,351,351,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_4G-threads_8,barenode,0,0,8,2018-11-22 17:09:19,4,4096.0,MB,write,380,380,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_1G-threads_4,barenode,0,0,4,2018-11-21 16:25:40,4,1024.0,MB,read,478,478,rw,1,M,psync,1
fio-beegfs-write-buffered-block_128k-size_1G-threads_1,barenode,1,0,1,2018-11-08 19:13:52,4,1024.0,MB,write,561,561,rw,128,K,psync,1
fio-beegfs-read-buffered-block_64k-size_1G-threads_1,barenode,1,0,1,2018-11-08 18:54:30,4,1024.0,MB,read,858,858,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_1G-threads_4,barenode,0,0,4,2018-11-21 16:13:28,4,1024.0,MB,write,375,375,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_4G-threads_2,barenode,0,0,2,2018-11-21 14:16:21,4,4096.0,MB,read,409,409,rw,1,M,psync,1
fio-beegfs-write-buffered-block_128k-size_1G-threads_8,barenode,1,0,8,2018-11-09 19:17:11,4,1024.0,MB,write,450,450,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_2G-threads_2,barenode,0,0,2,2018-11-21 10:20:32,4,2048.0,MB,read,294,294,rw,128,K,psync,1
fio-beegfs-write-buffered-block_1024k-size_2G-threads_2,barenode,1,0,2,2018-11-09 02:37:49,4,2048.0,MB,write,341,341,rw,1,M,psync,1
fio-beegfs-read-buffered-block_1024k-size_2G-threads_4,barenode,1,0,4,2018-11-09 11:03:33,4,2048.0,MB,read,2814,2814,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_512k-size_1G-threads_2,barenode,0,0,2,2018-11-21 09:02:56,4,1024.0,MB,write,384,384,rw,512,K,psync,1
fio-beegfs-read-buffered-block_64k-size_4G-threads_8,barenode,1,0,8,2018-11-10 05:52:37,4,4096.0,MB,read,2739,2739,rw,64,K,psync,1
fio-beegfs-write-buffered-block_1024k-size_4G-threads_4,barenode,1,0,4,2018-11-09 17:14:27,4,4096.0,MB,write,403,403,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_128k-size_2G-threads_8,barenode,0,0,8,2018-11-22 07:45:55,4,2048.0,MB,read,443,443,rw,128,K,psync,1
fio-beegfs-write-buffered-block_16k-size_4G-threads_8,barenode,1,0,8,2018-11-10 04:47:09,4,4096.0,MB,write,411,411,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_4G-threads_1,barenode,0,0,1,2018-11-21 07:55:32,4,4096.0,MB,write,327,327,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_16k-size_1G-threads_1,barenode,0,0,1,2018-11-21 03:40:33,4,1024.0,MB,write,80,80,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_2G-threads_2,barenode,0,0,2,2018-11-21 10:08:18,4,2048.0,MB,write,354,354,rw,64,K,psync,1
fio-beegfs-read-buffered-block_512k-size_4G-threads_8,barenode,1,0,8,2018-11-10 10:14:58,4,4096.0,MB,read,2871,2871,rw,512,K,psync,1
fio-beegfs-read-buffered-block_16k-size_1G-threads_1,barenode,1,0,1,2018-11-08 18:41:22,4,1024.0,MB,read,814,814,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_4G-threads_1,barenode,0,0,1,2018-11-21 07:43:41,4,4096.0,MB,read,282,282,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_512k-size_2G-threads_8,barenode,0,0,8,2018-11-22 08:55:11,4,2048.0,MB,read,510,510,rw,512,K,psync,1
fio-beegfs-write-buffered-block_1024k-size_1G-threads_8,barenode,1,0,8,2018-11-09 20:38:02,4,1024.0,MB,write,422,422,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_16k-size_2G-threads_4,barenode,0,0,4,2018-11-21 16:57:52,4,2048.0,MB,read,189,189,rw,16,K,psync,1
fio-beegfs-read-buffered-block_64k-size_1G-threads_4,barenode,1,0,4,2018-11-09 06:35:28,4,1024.0,MB,read,2622,2622,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_4G-threads_8,barenode,0,0,8,2018-11-22 19:20:41,4,4096.0,MB,write,367,367,rw,512,K,psync,1
fio-beegfs-write-buffered-block_512k-size_1G-threads_8,barenode,1,0,8,2018-11-09 19:57:39,4,1024.0,MB,write,436,436,rw,512,K,psync,1
fio-beegfs-read-buffered-block_512k-size_4G-threads_2,barenode,1,0,2,2018-11-09 04:57:46,4,4096.0,MB,read,1884,1884,rw,512,K,psync,1
fio-beegfs-write-buffered-block_512k-size_4G-threads_8,barenode,1,0,8,2018-11-10 11:20:23,4,4096.0,MB,write,434,434,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_4G-threads_4,barenode,0,0,4,2018-11-21 21:36:55,4,4096.0,MB,read,356,356,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_4G-threads_1,barenode,0,0,1,2018-11-21 06:07:28,4,4096.0,MB,read,46,46,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_1G-threads_8,barenode,0,0,8,2018-11-22 02:54:54,4,1024.0,MB,write,382,382,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_2G-threads_8,barenode,0,0,8,2018-11-22 06:01:52,4,2048.0,MB,write,358,358,rw,16,K,psync,1
fio-beegfs-read-buffered-block_16k-size_4G-threads_1,barenode,1,0,1,2018-11-08 21:17:04,4,4096.0,MB,read,813,813,rw,16,K,psync,1
fio-beegfs-write-buffered-block_16k-size_2G-threads_2,barenode,1,0,2,2018-11-09 00:58:39,4,2048.0,MB,write,340,340,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_4G-threads_1,barenode,0,0,1,2018-11-21 06:43:31,4,4096.0,MB,write,176,176,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_1G-threads_2,barenode,0,0,2,2018-11-21 08:21:34,4,1024.0,MB,read,212,212,rw,64,K,psync,1
fio-beegfs-read-buffered-block_64k-size_2G-threads_1,barenode,1,0,1,2018-11-08 20:05:31,4,2048.0,MB,read,863,863,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_2G-threads_4,barenode,0,0,4,2018-11-21 17:37:06,4,2048.0,MB,read,349,349,rw,64,K,psync,1
fio-beegfs-write-buffered-block_16k-size_2G-threads_8,barenode,1,0,8,2018-11-09 21:49:53,4,2048.0,MB,write,430,430,rw,16,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_2G-threads_2,barenode,1,0,2,2018-11-09 02:25:36,4,2048.0,MB,read,1898,1898,rw,1,M,psync,1
fio-beegfs-write-buffered-block_512k-size_1G-threads_1,barenode,1,0,1,2018-11-08 19:26:47,4,1024.0,MB,write,591,591,rw,512,K,psync,1
fio-beegfs-read-buffered-block_512k-size_1G-threads_1,barenode,1,0,1,2018-11-08 19:20:28,4,1024.0,MB,read,954,954,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_2G-threads_8,barenode,0,0,8,2018-11-22 06:36:51,4,2048.0,MB,read,426,426,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_2G-threads_4,barenode,0,0,4,2018-11-21 19:53:51,4,2048.0,MB,write,377,377,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_128k-size_4G-threads_4,barenode,0,0,4,2018-11-21 23:19:41,4,4096.0,MB,write,379,379,rw,128,K,psync,1
fio-beegfs-write-buffered-block_64k-size_1G-threads_1,barenode,1,0,1,2018-11-08 19:00:52,4,1024.0,MB,write,631,631,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_1G-threads_8,barenode,0,0,8,2018-11-22 01:56:28,4,1024.0,MB,read,324,324,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_1G-threads_4,barenode,0,0,4,2018-11-21 15:49:24,4,1024.0,MB,write,374,374,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_4G-threads_8,barenode,0,0,8,2018-11-22 13:52:39,4,4096.0,MB,read,427,427,rw,64,K,psync,1
fio-beegfs-write-buffered-block_64k-size_1G-threads_8,barenode,1,0,8,2018-11-09 18:36:40,4,1024.0,MB,write,444,444,rw,64,K,psync,1
fio-beegfs-write-buffered-block_64k-size_4G-threads_4,barenode,1,0,4,2018-11-09 13:44:43,4,4096.0,MB,write,418,418,rw,64,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_1G-threads_8,barenode,1,0,8,2018-11-09 20:17:42,4,1024.0,MB,read,2950,2950,rw,1,M,psync,1
fio-beegfs-write-buffered-block_128k-size_2G-threads_8,barenode,1,0,8,2018-11-10 00:13:04,4,2048.0,MB,write,460,460,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_1G-threads_8,barenode,0,0,8,2018-11-22 02:15:49,4,1024.0,MB,write,361,361,rw,16,K,psync,1
fio-beegfs-read-buffered-block_512k-size_2G-threads_8,barenode,1,0,8,2018-11-10 00:48:33,4,2048.0,MB,read,2949,2949,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_2G-threads_1,barenode,0,0,1,2018-11-21 04:40:31,4,2048.0,MB,read,46,46,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_1G-threads_1,barenode,0,0,1,2018-11-21 04:18:57,4,1024.0,MB,write,329,329,rw,512,K,psync,1
fio-beegfs-read-buffered-block_16k-size_2G-threads_1,barenode,1,0,1,2018-11-08 19:48:42,4,2048.0,MB,read,816,816,rw,16,K,psync,1
fio-beegfs-read-buffered-block_16k-size_1G-threads_4,barenode,1,0,4,2018-11-09 06:10:30,4,1024.0,MB,read,2426,2426,rw,16,K,psync,1
fio-beegfs-write-buffered-block_1024k-size_1G-threads_2,barenode,1,0,2,2018-11-09 00:33:24,4,1024.0,MB,write,986,986,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_512k-size_4G-threads_2,barenode,0,0,2,2018-11-21 13:56:39,4,4096.0,MB,write,375,375,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_1G-threads_2,barenode,0,0,2,2018-11-21 08:05:02,4,1024.0,MB,read,97,97,rw,16,K,psync,1
fio-beegfs-read-buffered-block_16k-size_2G-threads_4,barenode,1,0,4,2018-11-09 08:22:43,4,2048.0,MB,read,2473,2473,rw,16,K,psync,1
fio-beegfs-write-buffered-block_16k-size_1G-threads_8,barenode,1,0,8,2018-11-09 17:56:09,4,1024.0,MB,write,441,441,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_2G-threads_8,barenode,0,0,8,2018-11-22 05:27:13,4,2048.0,MB,read,322,322,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_1G-threads_4,barenode,0,0,4,2018-11-21 15:37:30,4,1024.0,MB,read,396,396,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_2G-threads_8,barenode,0,0,8,2018-11-22 08:20:33,4,2048.0,MB,write,363,363,rw,128,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_1G-threads_4,barenode,1,0,4,2018-11-09 07:49:45,4,1024.0,MB,read,2821,2821,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_64k-size_4G-threads_8,barenode,0,0,8,2018-11-22 14:56:46,4,4096.0,MB,write,377,377,rw,64,K,psync,1
fio-beegfs-read-buffered-block_512k-size_1G-threads_8,barenode,1,0,8,2018-11-09 19:37:14,4,1024.0,MB,read,2948,2948,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_2G-threads_2,barenode,0,0,2,2018-11-21 09:44:04,4,2048.0,MB,write,156,156,rw,16,K,psync,1
fio-beegfs-write-buffered-block_128k-size_4G-threads_1,barenode,1,0,1,2018-11-08 22:18:25,4,4096.0,MB,write,319,319,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_2G-threads_2,barenode,0,0,2,2018-11-21 10:44:37,4,2048.0,MB,read,416,416,rw,512,K,psync,1
fio-beegfs-read-buffered-block_64k-size_2G-threads_2,barenode,1,0,2,2018-11-09 01:11:06,4,2048.0,MB,read,1612,1612,rw,64,K,psync,1
fio-beegfs-read-buffered-block_64k-size_4G-threads_4,barenode,1,0,4,2018-11-09 13:09:27,4,4096.0,MB,read,2612,2612,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_1G-threads_4,barenode,0,0,4,2018-11-21 15:25:14,4,1024.0,MB,write,376,376,rw,64,K,psync,1
fio-beegfs-write-buffered-block_512k-size_2G-threads_1,barenode,1,0,1,2018-11-08 20:47:31,4,2048.0,MB,write,558,558,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_1G-threads_2,barenode,0,0,2,2018-11-21 08:13:08,4,1024.0,MB,write,156,156,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_2G-threads_2,barenode,0,0,2,2018-11-21 10:56:31,4,2048.0,MB,write,377,377,rw,512,K,psync,1
fio-beegfs-write-buffered-block_1024k-size_4G-threads_2,barenode,1,0,2,2018-11-09 05:56:57,4,4096.0,MB,write,351,351,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_512k-size_4G-threads_1,barenode,0,0,1,2018-11-21 07:31:28,4,4096.0,MB,write,328,328,rw,512,K,psync,1
fio-beegfs-write-buffered-block_64k-size_4G-threads_1,barenode,1,0,1,2018-11-08 21:53:43,4,4096.0,MB,write,383,383,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_2G-threads_4,barenode,0,0,4,2018-11-21 18:16:20,4,2048.0,MB,read,400,400,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_2G-threads_2,barenode,0,0,2,2018-11-21 11:08:47,4,2048.0,MB,read,411,411,rw,1,M,psync,1
fio-beegfs-read-buffered-block_128k-size_4G-threads_8,barenode,1,0,8,2018-11-10 08:03:53,4,4096.0,MB,read,2035,2035,rw,128,K,psync,1
fio-beegfs-read-buffered-block_128k-size_4G-threads_2,barenode,1,0,2,2018-11-09 04:17:53,4,4096.0,MB,read,1618,1618,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_4G-threads_2,barenode,0,0,2,2018-11-21 12:19:45,4,4096.0,MB,read,212,212,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_4G-threads_1,barenode,0,0,1,2018-11-21 07:19:42,4,4096.0,MB,read,283,283,rw,512,K,psync,1
fio-beegfs-write-buffered-block_512k-size_2G-threads_2,barenode,1,0,2,2018-11-09 02:13:14,4,2048.0,MB,write,358,358,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_1G-threads_2,barenode,0,0,2,2018-11-21 08:38:12,4,1024.0,MB,read,289,289,rw,128,K,psync,1
fio-beegfs-write-buffered-block_16k-size_2G-threads_4,barenode,1,0,4,2018-11-09 08:43:06,4,2048.0,MB,write,402,402,rw,16,K,psync,1
fio-beegfs-write-buffered-block_16k-size_1G-threads_4,barenode,1,0,4,2018-11-09 06:23:01,4,1024.0,MB,write,409,409,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_2G-threads_4,barenode,0,0,4,2018-11-21 19:34:30,4,2048.0,MB,read,477,477,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_64k-size_2G-threads_4,barenode,0,0,4,2018-11-21 17:56:35,4,2048.0,MB,write,374,374,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_1G-threads_4,barenode,0,0,4,2018-11-21 15:01:03,4,1024.0,MB,write,277,277,rw,16,K,psync,1
fio-beegfs-read-buffered-block_128k-size_4G-threads_4,barenode,1,0,4,2018-11-09 14:19:34,4,4096.0,MB,read,2663,2663,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_4G-threads_8,barenode,0,0,8,2018-11-22 16:03:26,4,4096.0,MB,read,447,447,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_1G-threads_2,barenode,0,0,2,2018-11-21 08:54:49,4,1024.0,MB,read,390,390,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_2G-threads_1,barenode,0,0,1,2018-11-21 05:30:18,4,2048.0,MB,read,281,281,rw,512,K,psync,1
fio-beegfs-read-buffered-block_64k-size_1G-threads_2,barenode,1,0,2,2018-11-08 23:34:08,4,1024.0,MB,read,1613,1613,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_2G-threads_1,barenode,0,0,1,2018-11-21 04:48:39,4,2048.0,MB,write,80,80,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_1G-threads_4,barenode,0,0,4,2018-11-21 14:49:04,4,1024.0,MB,read,186,186,rw,16,K,psync,1
fio-beegfs-read-buffered-block_512k-size_1G-threads_2,barenode,1,0,2,2018-11-09 00:07:55,4,1024.0,MB,read,1863,1863,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_1G-threads_8,barenode,0,0,8,2018-11-22 04:32:32,4,1024.0,MB,read,508,508,rw,1,M,psync,1
fio-beegfs-read-buffered-block_128k-size_2G-threads_1,barenode,1,0,1,2018-11-08 20:22:21,4,2048.0,MB,read,860,860,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_1G-threads_1,barenode,0,0,1,2018-11-21 04:25:31,4,1024.0,MB,read,282,282,rw,1,M,psync,1
fio-beegfs-read-buffered-block_1024k-size_4G-threads_8,barenode,1,0,8,2018-11-10 12:25:05,4,4096.0,MB,read,2853,2853,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_64k-size_1G-threads_4,barenode,0,0,4,2018-11-21 15:13:21,4,1024.0,MB,read,349,349,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_4G-threads_8,barenode,0,0,8,2018-11-22 11:43:43,4,4096.0,MB,read,323,323,rw,16,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_2G-threads_1,barenode,1,0,1,2018-11-08 20:55:58,4,2048.0,MB,read,965,965,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_1G-threads_8,barenode,0,0,8,2018-11-22 04:51:51,4,1024.0,MB,write,383,383,rw,1,M,psync,1
fio-beegfs-read-buffered-block_1024k-size_2G-threads_8,barenode,1,0,8,2018-11-10 01:59:56,4,2048.0,MB,read,2948,2948,rw,1,M,psync,1
fio-beegfs-write-buffered-block_64k-size_2G-threads_8,barenode,1,0,8,2018-11-09 23:01:35,4,2048.0,MB,write,452,452,rw,64,K,psync,1
fio-beegfs-write-buffered-block_1024k-size_1G-threads_4,barenode,1,0,4,2018-11-09 08:02:04,4,1024.0,MB,write,403,403,rw,1,M,psync,1
fio-beegfs-write-buffered-block_1024k-size_2G-threads_8,barenode,1,0,8,2018-11-10 02:35:37,4,2048.0,MB,write,423,423,rw,1,M,psync,1
fio-beegfs-write-buffered-block_1024k-size_2G-threads_1,barenode,1,0,1,2018-11-08 21:04:24,4,2048.0,MB,write,567,567,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_512k-size_4G-threads_4,barenode,0,0,4,2018-11-21 23:53:57,4,4096.0,MB,read,483,483,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_1G-threads_2,barenode,0,0,2,2018-11-21 09:19:29,4,1024.0,MB,write,383,383,rw,1,M,psync,1
fio-beegfs-read-buffered-block_16k-size_1G-threads_8,barenode,1,0,8,2018-11-09 17:35:41,4,1024.0,MB,read,2944,2944,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_4G-threads_4,barenode,0,0,4,2018-11-21 22:11:05,4,4096.0,MB,write,376,376,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_4G-threads_2,barenode,0,0,2,2018-11-21 14:35:47,4,4096.0,MB,write,388,388,rw,1,M,psync,1
fio-beegfs-read-buffered-block_128k-size_1G-threads_1,barenode,1,0,1,2018-11-08 19:07:29,4,1024.0,MB,read,863,863,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_2G-threads_1,barenode,0,0,1,2018-11-21 04:57:05,4,2048.0,MB,read,115,115,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_4G-threads_8,barenode,0,0,8,2018-11-22 21:31:33,4,4096.0,MB,write,380,380,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_64k-size_2G-threads_8,barenode,0,0,8,2018-11-22 07:11:14,4,2048.0,MB,write,379,379,rw,64,K,psync,1
fio-beegfs-read-buffered-block_16k-size_1G-threads_2,barenode,1,0,2,2018-11-08 23:17:09,4,1024.0,MB,read,1510,1510,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_4G-threads_1,barenode,0,0,1,2018-11-21 06:55:40,4,4096.0,MB,read,176,176,rw,128,K,psync,1
fio-beegfs-write-buffered-block_64k-size_2G-threads_2,barenode,1,0,2,2018-11-09 01:23:30,4,2048.0,MB,write,347,347,rw,64,K,psync,1
fio-beegfs-read-buffered-block_512k-size_4G-threads_1,barenode,1,0,1,2018-11-08 22:30:35,4,4096.0,MB,read,983,983,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_4G-threads_8,barenode,0,0,8,2018-11-22 12:47:53,4,4096.0,MB,write,361,361,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_4G-threads_2,barenode,0,0,2,2018-11-21 13:17:47,4,4096.0,MB,write,369,369,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_4G-threads_2,barenode,0,0,2,2018-11-21 12:58:33,4,4096.0,MB,read,297,297,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_1G-threads_2,barenode,0,0,2,2018-11-21 09:11:21,4,1024.0,MB,read,414,414,rw,1,M,psync,1
fio-beegfs-write-buffered-block_512k-size_2G-threads_4,barenode,1,0,4,2018-11-09 10:43:37,4,2048.0,MB,write,407,407,rw,512,K,psync,1
fio-beegfs-read-buffered-block_16k-size_2G-threads_2,barenode,1,0,2,2018-11-09 00:46:20,4,2048.0,MB,read,1512,1512,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_4G-threads_4,barenode,0,0,4,2018-11-22 01:35:51,4,4096.0,MB,write,384,384,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_128k-size_2G-threads_1,barenode,0,0,1,2018-11-21 05:13:43,4,2048.0,MB,read,179,179,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_2G-threads_8,barenode,0,0,8,2018-11-22 09:29:27,4,2048.0,MB,write,386,386,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_1G-threads_8,barenode,0,0,8,2018-11-22 02:35:31,4,1024.0,MB,read,425,425,rw,64,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_4G-threads_2,barenode,1,0,2,2018-11-09 05:37:18,4,4096.0,MB,read,1899,1899,rw,1,M,psync,1
fio-beegfs-write-buffered-block_1024k-size_4G-threads_1,barenode,1,0,1,2018-11-08 23:07:22,4,4096.0,MB,write,300,300,rw,1,M,psync,1
