job,cluster,buffered,group,threads,rdate,files,filesize,fileunit,mode,aggrb,bw,rw,bs,bsunit,ioengine,iodepth
fio-beegfs-write-buffered-block_16k-size_4G-threads_2,barenode,1,0,2,2018-11-09 03:18:03,4,4096.0,MB,write,330,330,rw,16,K,psync,1
fio-beegfs-read-buffered-block_64k-size_4G-threads_2,barenode,1,0,2,2018-11-09 03:38:08,4,4096.0,MB,read,1615,1615,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_4G-threads_2,barenode,0,0,2,2018-11-21 13:37:24,4,4096.0,MB,read,412,412,rw,512,K,psync,1
fio-beegfs-write-buffered-block_16k-size_4G-threads_4,barenode,1,0,4,2018-11-09 12:34:27,4,4096.0,MB,write,395,395,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_1G-threads_1,barenode,0,0,1,2018-11-21 03:59:56,4,1024.0,MB,read,176,176,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_4G-threads_4,barenode,0,0,4,2018-11-21 21:02:22,4,4096.0,MB,write,281,281,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_2G-threads_1,barenode,0,0,1,2018-11-21 05:21:50,4,2048.0,MB,write,235,235,rw,128,K,psync,1
fio-beegfs-write-buffered-block_128k-size_4G-threads_2,barenode,1,0,2,2018-11-09 04:37:50,4,4096.0,MB,write,354,354,rw,128,K,psync,1
fio-beegfs-read-buffered-block_64k-size_2G-threads_8,barenode,1,0,8,2018-11-09 22:25:35,4,2048.0,MB,read,2946,2946,rw,64,K,psync,1
fio-beegfs-write-buffered-block_1024k-size_1G-threads_1,barenode,1,0,1,2018-11-08 19:39:41,4,1024.0,MB,write,581,581,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_16k-size_4G-threads_2,barenode,0,0,2,2018-11-21 11:40:40,4,4096.0,MB,read,99,99,rw,16,K,psync,1
fio-beegfs-write-buffered-block_128k-size_1G-threads_2,barenode,1,0,2,2018-11-08 23:59:21,4,1024.0,MB,write,791,791,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_2G-threads_2,barenode,0,0,2,2018-11-21 10:32:24,4,2048.0,MB,write,375,375,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_1G-threads_8,barenode,0,0,8,2018-11-22 03:14:32,4,1024.0,MB,read,444,444,rw,128,K,psync,1
fio-beegfs-write-buffered-block_64k-size_1G-threads_4,barenode,1,0,4,2018-11-09 06:48:04,4,1024.0,MB,write,421,421,rw,64,K,psync,1
fio-beegfs-write-buffered-block_128k-size_4G-threads_8,barenode,1,0,8,2018-11-10 09:09:39,4,4096.0,MB,write,433,433,rw,128,K,psync,1
fio-beegfs-write-buffered-block_1024k-size_2G-threads_4,barenode,1,0,4,2018-11-09 11:23:32,4,2048.0,MB,write,404,404,rw,1,M,psync,1
fio-beegfs-write-buffered-block_16k-size_1G-threads_1,barenode,1,0,1,2018-11-08 18:47:51,4,1024.0,MB,write,523,523,rw,16,K,psync,1
fio-beegfs-read-buffered-block_128k-size_1G-threads_4,barenode,1,0,4,2018-11-09 07:00:28,4,1024.0,MB,read,2647,2647,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_1G-threads_2,barenode,0,0,2,2018-11-21 08:29:43,4,1024.0,MB,write,353,353,rw,64,K,psync,1
fio-beegfs-read-buffered-block_16k-size_2G-threads_8,barenode,1,0,8,2018-11-09 21:14:13,4,2048.0,MB,read,2943,2943,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_2G-threads_4,barenode,0,0,4,2018-11-21 18:35:39,4,2048.0,MB,write,381,381,rw,128,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_1G-threads_2,barenode,1,0,2,2018-11-09 00:24:51,4,1024.0,MB,read,1866,1866,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_512k-size_1G-threads_8,barenode,0,0,8,2018-11-22 03:53:36,4,1024.0,MB,read,506,506,rw,512,K,psync,1
fio-beegfs-read-buffered-block_512k-size_2G-threads_2,barenode,1,0,2,2018-11-09 02:00:50,4,2048.0,MB,read,1868,1868,rw,512,K,psync,1
fio-beegfs-write-buffered-block_512k-size_1G-threads_4,barenode,1,0,4,2018-11-09 07:37:28,4,1024.0,MB,write,416,416,rw,512,K,psync,1
fio-beegfs-write-buffered-block_64k-size_2G-threads_4,barenode,1,0,4,2018-11-09 09:23:28,4,2048.0,MB,write,402,402,rw,64,K,psync,1
fio-beegfs-write-buffered-block_128k-size_2G-threads_1,barenode,1,0,1,2018-11-08 20:30:37,4,2048.0,MB,write,493,493,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_1G-threads_1,barenode,0,0,1,2018-11-21 04:06:10,4,1024.0,MB,write,232,232,rw,128,K,psync,1
fio-beegfs-write-buffered-block_64k-size_4G-threads_8,barenode,1,0,8,2018-11-10 06:58:37,4,4096.0,MB,write,417,417,rw,64,K,psync,1
fio-beegfs-read-buffered-block_64k-size_2G-threads_4,barenode,1,0,4,2018-11-09 09:03:16,4,2048.0,MB,read,2615,2615,rw,64,K,psync,1
fio-beegfs-read-buffered-block_64k-size_1G-threads_8,barenode,1,0,8,2018-11-09 18:16:15,4,1024.0,MB,read,2945,2945,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_1G-threads_1,barenode,0,0,1,2018-11-21 03:34:18,4,1024.0,MB,read,46,46,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_2G-threads_1,barenode,0,0,1,2018-11-21 05:38:25,4,2048.0,MB,write,333,333,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_1G-threads_1,barenode,0,0,1,2018-11-21 04:12:44,4,1024.0,MB,read,281,281,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_1G-threads_1,barenode,0,0,1,2018-11-21 04:31:43,4,1024.0,MB,write,333,333,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_4G-threads_8,barenode,0,0,8,2018-11-22 20:26:56,4,4096.0,MB,read,512,512,rw,1,M,psync,1
fio-beegfs-read-buffered-block_512k-size_2G-threads_4,barenode,1,0,4,2018-11-09 10:23:32,4,2048.0,MB,read,2823,2823,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_4G-threads_8,barenode,0,0,8,2018-11-22 18:15:18,4,4096.0,MB,read,506,506,rw,512,K,psync,1
fio-beegfs-write-buffered-block_512k-size_1G-threads_2,barenode,1,0,2,2018-11-09 00:16:16,4,1024.0,MB,write,988,988,rw,512,K,psync,1
fio-beegfs-write-buffered-block_512k-size_2G-threads_8,barenode,1,0,8,2018-11-10 01:24:22,4,2048.0,MB,write,429,429,rw,512,K,psync,1
fio-beegfs-write-buffered-block_64k-size_4G-threads_2,barenode,1,0,2,2018-11-09 03:57:56,4,4096.0,MB,write,347,347,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_1G-threads_1,barenode,0,0,1,2018-11-21 03:53:22,4,1024.0,MB,write,177,177,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_2G-threads_1,barenode,0,0,1,2018-11-21 05:55:01,4,2048.0,MB,write,332,332,rw,1,M,psync,1
fio-beegfs-write-buffered-block_128k-size_1G-threads_4,barenode,1,0,4,2018-11-09 07:12:41,4,1024.0,MB,write,414,414,rw,128,K,psync,1
fio-beegfs-read-buffered-block_128k-size_2G-threads_4,barenode,1,0,4,2018-11-09 09:43:31,4,2048.0,MB,read,2654,2654,rw,128,K,psync,1
fio-beegfs-write-buffered-block_128k-size_2G-threads_4,barenode,1,0,4,2018-11-09 10:03:34,4,2048.0,MB,write,384,384,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_2G-threads_4,barenode,0,0,4,2018-11-21 19:14:50,4,2048.0,MB,write,383,383,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_2G-threads_1,barenode,0,0,1,2018-11-21 05:46:52,4,2048.0,MB,read,282,282,rw,1,M,psync,1
fio-beegfs-read-buffered-block_16k-size_4G-threads_4,barenode,1,0,4,2018-11-09 11:59:06,4,4096.0,MB,read,2462,2462,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_4G-threads_4,barenode,0,0,4,2018-11-21 20:28:30,4,4096.0,MB,read,188,188,rw,16,K,psync,1
fio-beegfs-write-buffered-block_512k-size_4G-threads_2,barenode,1,0,2,2018-11-09 05:17:29,4,4096.0,MB,write,360,360,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_2G-threads_2,barenode,0,0,2,2018-11-21 09:32:02,4,2048.0,MB,read,97,97,rw,16,K,psync,1
fio-beegfs-write-buffered-block_64k-size_2G-threads_1,barenode,1,0,1,2018-11-08 20:13:53,4,2048.0,MB,write,516,516,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_2G-threads_4,barenode,0,0,4,2018-11-21 17:17:23,4,2048.0,MB,write,277,277,rw,16,K,psync,1
fio-beegfs-write-buffered-block_16k-size_1G-threads_2,barenode,1,0,2,2018-11-08 23:25:33,4,1024.0,MB,write,536,536,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_4G-threads_1,barenode,0,0,1,2018-11-21 06:31:40,4,4096.0,MB,read,115,115,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_2G-threads_8,barenode,0,0,8,2018-11-22 10:38:14,4,2048.0,MB,write,385,385,rw,1,M,psync,1
fio-beegfs-read-buffered-block_512k-size_2G-threads_1,barenode,1,0,1,2018-11-08 20:39:05,4,2048.0,MB,read,965,965,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_64k-size_2G-threads_2,barenode,0,0,2,2018-11-21 09:56:21,4,2048.0,MB,read,216,216,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_1G-threads_8,barenode,0,0,8,2018-11-22 03:33:53,4,1024.0,MB,write,383,383,rw,128,K,psync,1
fio-beegfs-read-buffered-block_128k-size_1G-threads_2,barenode,1,0,2,2018-11-08 23:51:01,4,1024.0,MB,read,1622,1622,rw,128,K,psync,1
fio-beegfs-read-buffered-block_128k-size_4G-threads_1,barenode,1,0,1,2018-11-08 22:05:54,4,4096.0,MB,read,873,873,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_4G-threads_4,barenode,0,0,4,2018-11-22 01:01:59,4,4096.0,MB,read,480,480,rw,1,M,psync,1
fio-beegfs-write-buffered-block_1024k-size_4G-threads_8,barenode,1,0,8,2018-11-10 13:30:47,4,4096.0,MB,write,410,410,rw,1,M,psync,1
fio-beegfs-write-buffered-block_128k-size_4G-threads_4,barenode,1,0,4,2018-11-09 14:54:31,4,4096.0,MB,write,390,390,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_4G-threads_1,barenode,0,0,1,2018-11-21 07:07:30,4,4096.0,MB,write,232,232,rw,128,K,psync,1
fio-beegfs-read-buffered-block_128k-size_2G-threads_2,barenode,1,0,2,2018-11-09 01:35:58,4,2048.0,MB,read,1623,1623,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_2G-threads_1,barenode,0,0,1,2018-11-21 05:05:14,4,2048.0,MB,write,178,178,rw,64,K,psync,1
fio-beegfs-read-buffered-block_512k-size_4G-threads_4,barenode,1,0,4,2018-11-09 15:29:28,4,4096.0,MB,read,2827,2827,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_1G-threads_4,barenode,0,0,4,2018-11-21 16:01:34,4,1024.0,MB,read,479,479,rw,512,K,psync,1
fio-beegfs-read-buffered-block_128k-size_2G-threads_8,barenode,1,0,8,2018-11-09 23:37:11,4,2048.0,MB,read,2946,2946,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_4G-threads_4,barenode,0,0,4,2018-11-21 22:45:37,4,4096.0,MB,read,396,396,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_4G-threads_2,barenode,0,0,2,2018-11-21 12:39:06,4,4096.0,MB,write,354,354,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_1G-threads_2,barenode,0,0,2,2018-11-21 08:46:22,4,1024.0,MB,write,368,368,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_4G-threads_4,barenode,0,0,4,2018-11-22 00:27:40,4,4096.0,MB,write,384,384,rw,512,K,psync,1
fio-beegfs-read-buffered-block_512k-size_1G-threads_4,barenode,1,0,4,2018-11-09 07:25:02,4,1024.0,MB,read,2828,2828,rw,512,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_4G-threads_4,barenode,1,0,4,2018-11-09 16:39:28,4,4096.0,MB,read,2813,2813,rw,1,M,psync,1
fio-beegfs-write-buffered-block_512k-size_4G-threads_4,barenode,1,0,4,2018-11-09 16:04:33,4,4096.0,MB,write,413,413,rw,512,K,psync,1
fio-beegfs-write-buffered-block_512k-size_4G-threads_1,barenode,1,0,1,2018-11-08 22:42:58,4,4096.0,MB,write,318,318,rw,512,K,psync,1
fio-beegfs-read-buffered-block_128k-size_1G-threads_8,barenode,1,0,8,2018-11-09 18:56:48,4,1024.0,MB,read,2946,2946,rw,128,K,psync,1
fio-beegfs-read-buffered-block_64k-size_4G-threads_1,barenode,1,0,1,2018-11-08 21:41:24,4,4096.0,MB,read,857,857,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_2G-threads_8,barenode,0,0,8,2018-11-22 10:04:06,4,2048.0,MB,read,506,506,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_1G-threads_4,barenode,0,0,4,2018-11-21 16:37:32,4,1024.0,MB,write,384,384,rw,1,M,psync,1
fio-beegfs-write-buffered-block_128k-size_2G-threads_2,k8s,1,0,2,2018-11-19 02:33:46,4,2048.0,MB,write,520,520,rw,128,K,psync,1
fio-beegfs-write-buffered-block_64k-size_1G-threads_1,k8s,1,0,1,2018-11-18 19:49:41,4,1024.0,MB,write,642,642,rw,64,K,psync,1
fio-beegfs-write-buffered-block_64k-size_4G-threads_1,k8s,1,0,1,2018-11-18 22:41:47,4,4096.0,MB,write,386,386,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_2G-threads_2,k8s,0,0,2,2018-11-23 14:28:10,4,2048.0,MB,write,372,372,rw,512,K,psync,1
fio-beegfs-write-buffered-block_128k-size_4G-threads_1,k8s,1,0,1,2018-11-18 23:05:59,4,4096.0,MB,write,361,361,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_1G-threads_8,k8s,0,0,8,2018-11-24 07:59:37,4,1024.0,MB,write,375,375,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_128k-size_1G-threads_1,k8s,0,0,1,2018-11-23 07:42:47,4,1024.0,MB,write,252,252,rw,128,K,psync,1
fio-beegfs-write-buffered-block_512k-size_1G-threads_4,k8s,1,0,4,2018-11-19 08:18:48,4,1024.0,MB,write,1130,1130,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_4G-threads_2,k8s,0,0,2,2018-11-23 17:22:43,4,4096.0,MB,write,381,381,rw,512,K,psync,1
fio-beegfs-write-buffered-block_64k-size_2G-threads_2,k8s,1,0,2,2018-11-19 02:09:34,4,2048.0,MB,write,607,607,rw,64,K,psync,1
fio-beegfs-write-buffered-block_512k-size_2G-threads_8,k8s,1,0,8,2018-11-20 01:47:22,4,2048.0,MB,write,452,452,rw,512,K,psync,1
fio-beegfs-write-buffered-block_128k-size_1G-threads_2,k8s,1,0,2,2018-11-19 00:46:22,4,1024.0,MB,write,855,855,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_1G-threads_4,k8s,0,0,4,2018-11-23 18:13:32,4,1024.0,MB,read,185,185,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_2G-threads_4,k8s,0,0,4,2018-11-23 22:14:52,4,2048.0,MB,read,478,478,rw,512,K,psync,1
fio-beegfs-write-buffered-block_16k-size_1G-threads_4,k8s,1,0,4,2018-11-19 07:05:10,4,1024.0,MB,write,953,953,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_4G-threads_1,k8s,0,0,1,2018-11-23 11:17:30,4,4096.0,MB,read,282,282,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_4G-threads_1,k8s,0,0,1,2018-11-23 11:29:05,4,4096.0,MB,write,331,331,rw,1,M,psync,1
fio-beegfs-read-buffered-block_16k-size_2G-threads_4,k8s,1,0,4,2018-11-19 09:03:44,4,2048.0,MB,read,2466,2466,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_1G-threads_2,k8s,0,0,2,2018-11-23 11:46:26,4,1024.0,MB,write,144,144,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_4G-threads_8,k8s,0,0,8,2018-11-24 20:00:24,4,4096.0,MB,write,385,385,rw,128,K,psync,1
fio-beegfs-read-buffered-block_16k-size_1G-threads_1,k8s,1,0,1,2018-11-18 19:30:26,4,1024.0,MB,read,921,921,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_4G-threads_8,k8s,0,0,8,2018-11-24 18:56:51,4,4096.0,MB,read,427,427,rw,128,K,psync,1
fio-beegfs-write-buffered-block_1024k-size_2G-threads_1,k8s,1,0,1,2018-11-18 21:52:49,4,2048.0,MB,write,404,404,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_128k-size_1G-threads_4,k8s,0,0,4,2018-11-23 19:12:36,4,1024.0,MB,write,373,373,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_2G-threads_4,k8s,0,0,4,2018-11-23 20:19:16,4,2048.0,MB,read,186,186,rw,16,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_1G-threads_8,k8s,1,0,8,2018-11-19 20:47:15,4,1024.0,MB,read,2948,2948,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_16k-size_2G-threads_2,k8s,0,0,2,2018-11-23 13:16:27,4,2048.0,MB,write,144,144,rw,16,K,psync,1
fio-beegfs-read-buffered-block_128k-size_4G-threads_8,k8s,1,0,8,2018-11-20 08:23:58,4,4096.0,MB,read,1380,1380,rw,128,K,psync,1
fio-beegfs-read-buffered-block_128k-size_4G-threads_4,k8s,1,0,4,2018-11-19 14:56:29,4,4096.0,MB,read,2628,2628,rw,128,K,psync,1
fio-beegfs-read-buffered-block_1024k-size_4G-threads_1,k8s,1,0,1,2018-11-18 23:42:24,4,4096.0,MB,read,1101,1101,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_512k-size_1G-threads_2,k8s,0,0,2,2018-11-23 12:27:33,4,1024.0,MB,read,398,398,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_2G-threads_8,k8s,0,0,8,2018-11-24 11:59:42,4,2048.0,MB,read,512,512,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_2G-threads_2,k8s,0,0,2,2018-11-23 14:16:28,4,2048.0,MB,read,410,410,rw,512,K,psync,1
fio-beegfs-write-buffered-block_16k-size_2G-threads_2,k8s,1,0,2,2018-11-19 01:44:55,4,2048.0,MB,write,488,488,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_1G-threads_8,k8s,0,0,8,2018-11-24 05:25:36,4,1024.0,MB,write,361,361,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_2G-threads_2,k8s,0,0,2,2018-11-23 13:52:37,4,2048.0,MB,read,294,294,rw,128,K,psync,1
fio-beegfs-write-buffered-block_128k-size_1G-threads_4,k8s,1,0,4,2018-11-19 07:54:20,4,1024.0,MB,write,1034,1034,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_1G-threads_1,k8s,0,0,1,2018-11-23 07:36:36,4,1024.0,MB,read,180,180,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_4G-threads_2,k8s,0,0,2,2018-11-23 15:29:38,4,4096.0,MB,write,145,145,rw,16,K,psync,1
fio-beegfs-read-buffered-block_128k-size_2G-threads_4,k8s,1,0,4,2018-11-19 10:23:32,4,2048.0,MB,read,2630,2630,rw,128,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_1G-threads_8,k8s,0,0,8,2018-11-24 06:04:34,4,1024.0,MB,write,377,377,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_2G-threads_4,k8s,0,0,4,2018-11-23 20:38:31,4,2048.0,MB,write,278,278,rw,16,K,psync,1
fio-beegfs-read-buffered-block_512k-size_4G-threads_8,k8s,1,0,8,2018-11-20 10:34:42,4,4096.0,MB,read,1487,1487,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_4G-threads_1,k8s,0,0,1,2018-11-23 09:42:18,4,4096.0,MB,read,47,47,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_4G-threads_8,k8s,0,0,8,2018-11-24 14:44:12,4,4096.0,MB,read,323,323,rw,16,K,psync,1
fio-beegfs-write-buffered-block_16k-size_2G-threads_4,k8s,1,0,4,2018-11-19 09:23:56,4,2048.0,MB,write,455,455,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_2G-threads_4,k8s,0,0,4,2018-11-23 21:17:15,4,2048.0,MB,write,374,374,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_4G-threads_2,k8s,0,0,2,2018-11-23 15:10:57,4,4096.0,MB,read,95,95,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_1G-threads_2,k8s,0,0,2,2018-11-23 12:52:00,4,1024.0,MB,write,377,377,rw,1,M,psync,1
fio-beegfs-read-buffered-block_1024k-size_1G-threads_2,k8s,1,0,2,2018-11-19 01:11:28,4,1024.0,MB,read,1850,1850,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_512k-size_1G-threads_4,k8s,0,0,4,2018-11-23 19:36:03,4,1024.0,MB,write,385,385,rw,512,K,psync,1
fio-beegfs-read-buffered-block_512k-size_1G-threads_8,k8s,1,0,8,2018-11-19 20:07:44,4,1024.0,MB,read,2948,2948,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_2G-threads_8,k8s,0,0,8,2018-11-24 09:07:57,4,2048.0,MB,write,359,359,rw,16,K,psync,1
fio-beegfs-write-buffered-block_64k-size_1G-threads_4,k8s,1,0,4,2018-11-19 07:29:44,4,1024.0,MB,write,1164,1164,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_1G-threads_2,k8s,0,0,2,2018-11-23 12:35:37,4,1024.0,MB,write,386,386,rw,512,K,psync,1
fio-beegfs-write-buffered-block_64k-size_1G-threads_2,k8s,1,0,2,2018-11-19 00:29:37,4,1024.0,MB,write,803,803,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_16k-size_2G-threads_1,k8s,0,0,1,2018-11-23 08:16:47,4,2048.0,MB,read,49,49,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_512k-size_1G-threads_8,k8s,0,0,8,2018-11-24 07:21:05,4,1024.0,MB,write,374,374,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_128k-size_2G-threads_2,k8s,0,0,2,2018-11-23 14:04:18,4,2048.0,MB,write,366,366,rw,128,K,psync,1
fio-beegfs-read-buffered-block_512k-size_1G-threads_4,k8s,1,0,4,2018-11-19 08:06:28,4,1024.0,MB,read,2859,2859,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_1G-threads_4,k8s,0,0,4,2018-11-23 18:48:55,4,1024.0,MB,write,369,369,rw,64,K,psync,1
fio-beegfs-read-buffered-block_16k-size_2G-threads_1,k8s,1,0,1,2018-11-18 20:37:20,4,2048.0,MB,read,909,909,rw,16,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_1G-threads_2,k8s,0,0,2,2018-11-23 12:11:07,4,1024.0,MB,read,286,286,rw,128,K,psync,1
fio-beegfs-read-buffered-block_512k-size_2G-threads_2,k8s,1,0,2,2018-11-19 02:45:52,4,2048.0,MB,read,1843,1843,rw,512,K,psync,1
fio-beegfs-read-unbuffered-block_128k-size_2G-threads_8,k8s,0,0,8,2018-11-24 10:51:01,4,2048.0,MB,read,444,444,rw,128,K,psync,1
fio-beegfs-read-buffered-block_128k-size_2G-threads_8,k8s,1,0,8,2018-11-20 00:02:14,4,2048.0,MB,read,2943,2943,rw,128,K,psync,1
fio-beegfs-read-unbuffered-block_1024k-size_1G-threads_2,k8s,0,0,2,2018-11-23 12:43:58,4,1024.0,MB,read,409,409,rw,1,M,psync,1
fio-beegfs-write-unbuffered-block_64k-size_4G-threads_4,k8s,0,0,4,2018-11-24 01:25:52,4,4096.0,MB,write,367,367,rw,64,K,psync,1
fio-beegfs-read-buffered-block_64k-size_4G-threads_4,k8s,1,0,4,2018-11-19 13:47:14,4,4096.0,MB,read,2636,2636,rw,64,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_2G-threads_4,k8s,0,0,4,2018-11-23 23:12:31,4,2048.0,MB,write,385,385,rw,1,M,psync,1
fio-beegfs-read-buffered-block_16k-size_2G-threads_2,k8s,1,0,2,2018-11-19 01:32:26,4,2048.0,MB,read,1453,1453,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_16k-size_1G-threads_4,k8s,0,0,4,2018-11-23 18:25:15,4,1024.0,MB,write,278,278,rw,16,K,psync,1
fio-beegfs-write-unbuffered-block_1024k-size_4G-threads_2,k8s,0,0,2,2018-11-23 18:00:27,4,4096.0,MB,write,377,377,rw,1,M,psync,1
fio-beegfs-read-unbuffered-block_64k-size_1G-threads_2,k8s,0,0,2,2018-11-23 11:54:44,4,1024.0,MB,read,222,222,rw,64,K,psync,1
fio-beegfs-read-unbuffered-block_512k-size_4G-threads_4,k8s,0,0,4,2018-11-24 03:05:53,4,4096.0,MB,read,479,479,rw,512,K,psync,1
fio-beegfs-write-unbuffered-block_64k-size_2G-threads_2,k8s,0,0,2,2018-11-23 13:40:31,4,2048.0,MB,write,309,309,rw,64,K,psync,1
